user_id,experiment_id,variant,assigned_at,hash_bucket,signup_timestamp,country,platform,user_segment,day_7_retained,sessions_first_7_days,crashes_first_7_days,revenue_first_7_days,load_time_p95_first_7_days
2047,exp_onboarding_checklist_001,control,2026-01-22 07:30:00,0.2618904012158957,2026-01-22 07:30:00,US,ios,low_intent,0,1.0,0.0,0.0,922.2
2048,exp_onboarding_checklist_001,control,2026-01-22 07:45:00,0.07825759670252726,2026-01-22 07:45:00,UK,ios,low_intent,0,4.0,0.0,0.0,1113.1299999999999
2049,exp_onboarding_checklist_001,control,2026-01-22 08:00:00,0.2657048270626016,2026-01-22 08:00:00,US,ios,medium_intent,0,2.0,0.0,0.0,787.59
2050,exp_onboarding_checklist_001,treatment,2026-01-22 08:15:00,0.7960482753916531,2026-01-22 08:15:00,US,ios,high_intent,0,4.0,0.0,0.0,1196.575
2051,exp_onboarding_checklist_001,treatment,2026-01-22 08:30:00,0.8668987690600067,2026-01-22 08:30:00,BR,ios,medium_intent,0,2.0,0.0,10.0,1178.6599999999999
2052,exp_onboarding_checklist_001,treatment,2026-01-22 08:45:00,0.9596051503260403,2026-01-22 08:45:00,US,web,low_intent,0,2.0,0.0,0.0,999.485
2053,exp_onboarding_checklist_001,control,2026-01-22 09:00:00,0.16999776295527874,2026-01-22 09:00:00,US,web,low_intent,1,0.0,0.0,0.0,
2054,exp_onboarding_checklist_001,control,2026-01-22 09:15:00,0.37791786544493183,2026-01-22 09:15:00,IN,ios,low_intent,0,2.0,0.0,0.0,1269.295
2055,exp_onboarding_checklist_001,control,2026-01-22 09:30:00,0.20581675405118058,2026-01-22 09:30:00,US,android,high_intent,0,3.0,0.0,0.0,1210.1
2056,exp_onboarding_checklist_001,treatment,2026-01-22 09:45:00,0.8024805081737544,2026-01-22 09:45:00,US,ios,low_intent,0,1.0,0.0,0.0,1227.7
2057,exp_onboarding_checklist_001,treatment,2026-01-22 10:00:00,0.6089563663582385,2026-01-22 10:00:00,BR,ios,high_intent,0,5.0,0.0,0.0,1111.0
2058,exp_onboarding_checklist_001,treatment,2026-01-22 10:15:00,0.6854870129359892,2026-01-22 10:15:00,US,android,medium_intent,1,4.0,0.0,0.0,1154.655
2059,exp_onboarding_checklist_001,control,2026-01-22 10:30:00,0.20501073948637044,2026-01-22 10:30:00,US,ios,medium_intent,0,4.0,0.0,0.0,1165.125
2060,exp_onboarding_checklist_001,treatment,2026-01-22 10:45:00,0.6324993901166934,2026-01-22 10:45:00,US,ios,medium_intent,0,2.0,0.0,0.0,1327.6899999999998
2061,exp_onboarding_checklist_001,control,2026-01-22 11:00:00,0.305669112204097,2026-01-22 11:00:00,BR,web,low_intent,0,1.0,0.0,0.0,1094.7
2062,exp_onboarding_checklist_001,treatment,2026-01-22 11:15:00,0.7987912712297258,2026-01-22 11:15:00,US,ios,low_intent,0,3.0,0.0,0.0,1315.9899999999998
2063,exp_onboarding_checklist_001,control,2026-01-22 11:30:00,0.4683495690556889,2026-01-22 11:30:00,UK,ios,low_intent,0,2.0,0.0,0.0,978.695
2064,exp_onboarding_checklist_001,control,2026-01-22 11:45:00,0.3281557803174717,2026-01-22 11:45:00,US,ios,low_intent,0,0.0,0.0,0.0,
2065,exp_onboarding_checklist_001,control,2026-01-22 12:00:00,0.07041081026189398,2026-01-22 12:00:00,US,ios,medium_intent,0,3.0,0.0,0.0,932.47
2066,exp_onboarding_checklist_001,treatment,2026-01-22 12:15:00,0.5347673320844682,2026-01-22 12:15:00,BR,ios,low_intent,1,1.0,0.0,0.0,1072.8
2067,exp_onboarding_checklist_001,control,2026-01-22 12:30:00,0.15136881504535907,2026-01-22 12:30:00,UK,web,high_intent,0,3.0,0.0,0.0,787.47
2068,exp_onboarding_checklist_001,treatment,2026-01-22 12:45:00,0.8701587475251428,2026-01-22 12:45:00,BR,android,high_intent,0,3.0,0.0,0.0,1258.83
2069,exp_onboarding_checklist_001,control,2026-01-22 13:00:00,0.2232080051669915,2026-01-22 13:00:00,US,web,low_intent,0,1.0,0.0,0.0,609.5
2070,exp_onboarding_checklist_001,control,2026-01-22 13:15:00,0.28784273226118534,2026-01-22 13:15:00,UK,ios,low_intent,0,1.0,0.0,0.0,928.7
2071,exp_onboarding_checklist_001,treatment,2026-01-22 13:30:00,0.5321891101492009,2026-01-22 13:30:00,IN,ios,low_intent,0,1.0,0.0,10.0,794.3
2072,exp_onboarding_checklist_001,treatment,2026-01-22 13:45:00,0.7644283946579191,2026-01-22 13:45:00,US,web,low_intent,0,0.0,0.0,0.0,
2073,exp_onboarding_checklist_001,control,2026-01-22 14:00:00,0.3315239457462818,2026-01-22 14:00:00,US,ios,medium_intent,1,1.0,0.0,0.0,1154.8
2074,exp_onboarding_checklist_001,control,2026-01-22 14:15:00,0.1204784150063903,2026-01-22 14:15:00,IN,web,medium_intent,0,7.0,0.0,0.0,1157.94
2075,exp_onboarding_checklist_001,treatment,2026-01-22 14:30:00,0.7037352474317343,2026-01-22 14:30:00,US,ios,medium_intent,1,4.0,0.0,0.0,1158.5949999999998
2076,exp_onboarding_checklist_001,treatment,2026-01-22 14:45:00,0.9498260738325244,2026-01-22 14:45:00,UK,android,low_intent,1,0.0,0.0,0.0,
2077,exp_onboarding_checklist_001,treatment,2026-01-22 15:00:00,0.6124336582539239,2026-01-22 15:00:00,BR,ios,medium_intent,0,1.0,0.0,0.0,1229.7
2078,exp_onboarding_checklist_001,control,2026-01-22 15:15:00,0.38122820946734726,2026-01-22 15:15:00,US,android,medium_intent,0,3.0,0.0,0.0,1248.16
2079,exp_onboarding_checklist_001,control,2026-01-22 15:30:00,0.025881338968767084,2026-01-22 15:30:00,US,web,high_intent,0,3.0,0.0,10.0,1178.51
2080,exp_onboarding_checklist_001,control,2026-01-22 15:45:00,0.09600183988957252,2026-01-22 15:45:00,US,ios,medium_intent,0,1.0,0.0,0.0,980.6
2081,exp_onboarding_checklist_001,control,2026-01-22 16:00:00,0.1782616781140008,2026-01-22 16:00:00,US,android,medium_intent,1,1.0,0.0,0.0,882.0
2082,exp_onboarding_checklist_001,treatment,2026-01-22 16:15:00,0.9639749170087274,2026-01-22 16:15:00,US,android,low_intent,0,2.0,0.0,0.0,829.225
2083,exp_onboarding_checklist_001,treatment,2026-01-22 16:30:00,0.5031992116667104,2026-01-22 16:30:00,UK,ios,medium_intent,0,2.0,0.0,10.0,859.775
2084,exp_onboarding_checklist_001,treatment,2026-01-22 16:45:00,0.5684474528131913,2026-01-22 16:45:00,US,ios,low_intent,1,1.0,0.0,0.0,637.0
2085,exp_onboarding_checklist_001,treatment,2026-01-22 17:00:00,0.6057648209211013,2026-01-22 17:00:00,UK,android,low_intent,1,1.0,0.0,0.0,813.4
2086,exp_onboarding_checklist_001,control,2026-01-22 17:15:00,0.25835594312712723,2026-01-22 17:15:00,US,ios,low_intent,0,1.0,0.0,0.0,569.3
2087,exp_onboarding_checklist_001,treatment,2026-01-22 17:30:00,0.8552528077065781,2026-01-22 17:30:00,US,ios,low_intent,0,3.0,0.0,0.0,1073.25
2088,exp_onboarding_checklist_001,control,2026-01-22 17:45:00,0.2594484633971599,2026-01-22 17:45:00,US,web,low_intent,0,2.0,0.0,0.0,653.865
2089,exp_onboarding_checklist_001,control,2026-01-22 18:00:00,0.04824887187409507,2026-01-22 18:00:00,IN,web,low_intent,0,1.0,0.0,10.0,1181.7
2090,exp_onboarding_checklist_001,treatment,2026-01-22 18:15:00,0.5581886353270079,2026-01-22 18:15:00,US,ios,medium_intent,0,3.0,0.0,0.0,1141.8
2091,exp_onboarding_checklist_001,control,2026-01-22 18:30:00,0.011597656876805598,2026-01-22 18:30:00,US,ios,medium_intent,0,3.0,0.0,0.0,1277.6000000000001
2092,exp_onboarding_checklist_001,treatment,2026-01-22 18:45:00,0.8468168093414836,2026-01-22 18:45:00,IN,web,high_intent,0,5.0,0.0,0.0,1346.24
2093,exp_onboarding_checklist_001,treatment,2026-01-22 19:00:00,0.6993591428928276,2026-01-22 19:00:00,UK,web,medium_intent,0,0.0,0.0,0.0,
2094,exp_onboarding_checklist_001,control,2026-01-22 19:15:00,0.19592324473284375,2026-01-22 19:15:00,US,ios,low_intent,1,2.0,0.0,0.0,1236.435
2095,exp_onboarding_checklist_001,treatment,2026-01-22 19:30:00,0.7226540166388837,2026-01-22 19:30:00,BR,ios,medium_intent,0,3.0,0.0,0.0,1067.1100000000001
2096,exp_onboarding_checklist_001,control,2026-01-22 19:45:00,0.07645032396400159,2026-01-22 19:45:00,US,ios,medium_intent,0,2.0,0.0,0.0,1269.2250000000001
2097,exp_onboarding_checklist_001,treatment,2026-01-22 20:00:00,0.7559350263252097,2026-01-22 20:00:00,US,ios,low_intent,0,3.0,0.0,0.0,899.84
2098,exp_onboarding_checklist_001,treatment,2026-01-22 20:15:00,0.8628868287955325,2026-01-22 20:15:00,US,web,high_intent,0,4.0,0.0,0.0,1139.175
2099,exp_onboarding_checklist_001,control,2026-01-22 20:30:00,0.18432169912553162,2026-01-22 20:30:00,US,android,high_intent,0,2.0,0.0,0.0,838.685
2100,exp_onboarding_checklist_001,treatment,2026-01-22 20:45:00,0.7503355918210677,2026-01-22 20:45:00,US,ios,low_intent,1,3.0,0.0,0.0,1121.0
2101,exp_onboarding_checklist_001,control,2026-01-22 21:00:00,0.004444460856223355,2026-01-22 21:00:00,IN,web,medium_intent,1,0.0,0.0,0.0,
2102,exp_onboarding_checklist_001,treatment,2026-01-22 21:15:00,0.9604395834051531,2026-01-22 21:15:00,US,ios,low_intent,0,0.0,0.0,0.0,
2103,exp_onboarding_checklist_001,treatment,2026-01-22 21:30:00,0.7614768717649933,2026-01-22 21:30:00,IN,ios,high_intent,0,0.0,0.0,0.0,
2104,exp_onboarding_checklist_001,control,2026-01-22 21:45:00,0.3534721357840721,2026-01-22 21:45:00,BR,ios,medium_intent,0,2.0,0.0,0.0,1082.955
2105,exp_onboarding_checklist_001,control,2026-01-22 22:00:00,0.3901087033602642,2026-01-22 22:00:00,UK,ios,low_intent,0,3.0,0.0,0.0,1545.07
2106,exp_onboarding_checklist_001,control,2026-01-22 22:15:00,0.1603148274883836,2026-01-22 22:15:00,IN,ios,medium_intent,0,2.0,0.0,10.0,811.43
2107,exp_onboarding_checklist_001,control,2026-01-22 22:30:00,0.04270329432031911,2026-01-22 22:30:00,IN,ios,medium_intent,0,2.0,0.0,0.0,1330.5749999999998
2108,exp_onboarding_checklist_001,control,2026-01-22 22:45:00,0.321406457315384,2026-01-22 22:45:00,BR,web,low_intent,0,1.0,0.0,0.0,668.5
2109,exp_onboarding_checklist_001,control,2026-01-22 23:00:00,0.32036090004366585,2026-01-22 23:00:00,US,ios,medium_intent,0,1.0,0.0,0.0,1366.0
2110,exp_onboarding_checklist_001,control,2026-01-22 23:15:00,0.37442491308355536,2026-01-22 23:15:00,US,web,medium_intent,0,2.0,0.0,0.0,909.52
2111,exp_onboarding_checklist_001,treatment,2026-01-22 23:30:00,0.9267319299498561,2026-01-22 23:30:00,UK,ios,low_intent,0,3.0,0.0,0.0,1123.19
2112,exp_onboarding_checklist_001,treatment,2026-01-22 23:45:00,0.5006119453215718,2026-01-22 23:45:00,UK,ios,medium_intent,0,0.0,0.0,10.0,
2113,exp_onboarding_checklist_001,control,2026-01-23 00:00:00,0.3044682186751005,2026-01-23 00:00:00,US,ios,low_intent,0,1.0,0.0,0.0,1216.5
2114,exp_onboarding_checklist_001,control,2026-01-23 00:15:00,0.1149949538865929,2026-01-23 00:15:00,UK,web,low_intent,1,3.0,0.0,0.0,1020.9
2115,exp_onboarding_checklist_001,control,2026-01-23 00:30:00,0.2857734906664773,2026-01-23 00:30:00,US,ios,medium_intent,0,1.0,0.0,0.0,535.5
2116,exp_onboarding_checklist_001,treatment,2026-01-23 00:45:00,0.9298231983087224,2026-01-23 00:45:00,BR,ios,low_intent,0,2.0,0.0,0.0,762.9799999999999
2117,exp_onboarding_checklist_001,treatment,2026-01-23 01:00:00,0.7862312961105488,2026-01-23 01:00:00,US,ios,low_intent,0,3.0,0.0,0.0,847.99
2118,exp_onboarding_checklist_001,control,2026-01-23 01:15:00,0.28827891200494676,2026-01-23 01:15:00,US,ios,high_intent,1,4.0,0.0,0.0,1084.04
2119,exp_onboarding_checklist_001,treatment,2026-01-23 01:30:00,0.7078990101640631,2026-01-23 01:30:00,US,web,medium_intent,1,2.0,0.0,0.0,519.8199999999999
2120,exp_onboarding_checklist_001,control,2026-01-23 01:45:00,0.013399933884440704,2026-01-23 01:45:00,US,ios,medium_intent,0,1.0,0.0,10.0,1280.4
2121,exp_onboarding_checklist_001,treatment,2026-01-23 02:00:00,0.756353606827433,2026-01-23 02:00:00,US,ios,medium_intent,1,1.0,0.0,0.0,1036.0
2122,exp_onboarding_checklist_001,treatment,2026-01-23 02:15:00,0.8320113686644501,2026-01-23 02:15:00,US,ios,high_intent,0,4.0,0.0,0.0,1252.77
2123,exp_onboarding_checklist_001,control,2026-01-23 02:30:00,0.3791624817453983,2026-01-23 02:30:00,US,web,high_intent,0,5.0,0.0,0.0,1123.8400000000001
2124,exp_onboarding_checklist_001,treatment,2026-01-23 02:45:00,0.5843066791807762,2026-01-23 02:45:00,US,android,low_intent,0,3.0,0.0,0.0,1019.1399999999999
2125,exp_onboarding_checklist_001,treatment,2026-01-23 03:00:00,0.7298425274131219,2026-01-23 03:00:00,US,android,low_intent,0,2.0,0.0,0.0,905.41
2126,exp_onboarding_checklist_001,treatment,2026-01-23 03:15:00,0.7270693998028792,2026-01-23 03:15:00,US,android,low_intent,0,3.0,0.0,0.0,1403.28
2127,exp_onboarding_checklist_001,treatment,2026-01-23 03:30:00,0.8349227286844576,2026-01-23 03:30:00,US,web,low_intent,1,1.0,0.0,0.0,752.3
2128,exp_onboarding_checklist_001,treatment,2026-01-23 03:45:00,0.8432920981458474,2026-01-23 03:45:00,US,ios,low_intent,0,1.0,0.0,10.0,1083.9
2129,exp_onboarding_checklist_001,control,2026-01-23 04:00:00,0.2601153398965741,2026-01-23 04:00:00,US,web,medium_intent,0,5.0,1.0,0.0,1066.14
2130,exp_onboarding_checklist_001,treatment,2026-01-23 04:15:00,0.9656860059570957,2026-01-23 04:15:00,US,android,medium_intent,1,1.0,0.0,0.0,1398.9
2131,exp_onboarding_checklist_001,treatment,2026-01-23 04:30:00,0.5667826100147676,2026-01-23 04:30:00,US,ios,high_intent,0,1.0,0.0,0.0,807.1
2132,exp_onboarding_checklist_001,control,2026-01-23 04:45:00,0.16459770191685705,2026-01-23 04:45:00,IN,web,low_intent,0,0.0,0.0,0.0,
2133,exp_onboarding_checklist_001,treatment,2026-01-23 05:00:00,0.8340568829432367,2026-01-23 05:00:00,BR,ios,low_intent,0,0.0,0.0,0.0,
2134,exp_onboarding_checklist_001,control,2026-01-23 05:15:00,0.266963307923852,2026-01-23 05:15:00,BR,android,low_intent,0,1.0,0.0,0.0,1230.9
2135,exp_onboarding_checklist_001,treatment,2026-01-23 05:30:00,0.9730169841196749,2026-01-23 05:30:00,UK,android,low_intent,0,3.0,0.0,0.0,922.18
2136,exp_onboarding_checklist_001,treatment,2026-01-23 05:45:00,0.9877986453927117,2026-01-23 05:45:00,UK,ios,low_intent,0,1.0,0.0,0.0,858.1
2137,exp_onboarding_checklist_001,control,2026-01-23 06:00:00,0.06429306808075136,2026-01-23 06:00:00,US,ios,high_intent,1,5.0,0.0,0.0,1439.86
2138,exp_onboarding_checklist_001,control,2026-01-23 06:15:00,0.09695190182955407,2026-01-23 06:15:00,IN,ios,low_intent,0,0.0,0.0,0.0,
2139,exp_onboarding_checklist_001,control,2026-01-23 06:30:00,0.20605003569668046,2026-01-23 06:30:00,IN,android,medium_intent,0,3.0,0.0,0.0,966.62
2140,exp_onboarding_checklist_001,control,2026-01-23 06:45:00,0.165206673198518,2026-01-23 06:45:00,IN,ios,low_intent,0,3.0,0.0,0.0,1126.04
2141,exp_onboarding_checklist_001,control,2026-01-23 07:00:00,0.3195518394925137,2026-01-23 07:00:00,IN,ios,medium_intent,0,2.0,0.0,0.0,1081.555
2142,exp_onboarding_checklist_001,treatment,2026-01-23 07:15:00,0.7463966044144856,2026-01-23 07:15:00,US,ios,high_intent,1,4.0,0.0,0.0,1146.84
2143,exp_onboarding_checklist_001,control,2026-01-23 07:30:00,0.022884468105087968,2026-01-23 07:30:00,IN,android,high_intent,0,2.0,0.0,0.0,858.0699999999999
2144,exp_onboarding_checklist_001,treatment,2026-01-23 07:45:00,0.6591233875688451,2026-01-23 07:45:00,IN,web,low_intent,0,3.0,0.0,0.0,1092.8799999999999
2145,exp_onboarding_checklist_001,treatment,2026-01-23 08:00:00,0.6534294373317414,2026-01-23 08:00:00,US,ios,high_intent,1,2.0,0.0,0.0,737.4300000000001
2146,exp_onboarding_checklist_001,treatment,2026-01-23 08:15:00,0.9206668745210494,2026-01-23 08:15:00,BR,web,low_intent,0,1.0,0.0,0.0,856.9
2147,exp_onboarding_checklist_001,treatment,2026-01-23 08:30:00,0.9522002275986454,2026-01-23 08:30:00,US,ios,medium_intent,0,1.0,0.0,0.0,1115.8
2148,exp_onboarding_checklist_001,control,2026-01-23 08:45:00,0.03191875975227722,2026-01-23 08:45:00,BR,ios,low_intent,0,3.0,0.0,0.0,1013.4799999999999
2149,exp_onboarding_checklist_001,control,2026-01-23 09:00:00,0.020909418718410174,2026-01-23 09:00:00,IN,web,medium_intent,1,2.0,0.0,0.0,1094.3049999999998
2150,exp_onboarding_checklist_001,treatment,2026-01-23 09:15:00,0.874274241692493,2026-01-23 09:15:00,US,ios,medium_intent,0,2.0,0.0,0.0,930.995
2151,exp_onboarding_checklist_001,control,2026-01-23 09:30:00,0.1666789475499238,2026-01-23 09:30:00,UK,web,medium_intent,0,3.0,0.0,0.0,1156.5900000000001
2152,exp_onboarding_checklist_001,control,2026-01-23 09:45:00,0.10747937425572665,2026-01-23 09:45:00,US,android,medium_intent,0,2.0,0.0,0.0,755.735
2153,exp_onboarding_checklist_001,treatment,2026-01-23 10:00:00,0.685427887161689,2026-01-23 10:00:00,IN,android,low_intent,0,3.0,0.0,0.0,838.74
2154,exp_onboarding_checklist_001,control,2026-01-23 10:15:00,0.33808506439388225,2026-01-23 10:15:00,IN,ios,high_intent,0,1.0,0.0,0.0,908.9
2155,exp_onboarding_checklist_001,control,2026-01-23 10:30:00,0.4168468472604184,2026-01-23 10:30:00,UK,ios,low_intent,0,1.0,0.0,0.0,668.3
2156,exp_onboarding_checklist_001,treatment,2026-01-23 10:45:00,0.7864484843774899,2026-01-23 10:45:00,IN,web,low_intent,0,1.0,0.0,0.0,727.2
2157,exp_onboarding_checklist_001,control,2026-01-23 11:00:00,0.31514472359378065,2026-01-23 11:00:00,US,android,low_intent,0,0.0,0.0,0.0,
2158,exp_onboarding_checklist_001,control,2026-01-23 11:15:00,0.41112471577993775,2026-01-23 11:15:00,US,ios,low_intent,0,3.0,2.0,0.0,912.4799999999999
2159,exp_onboarding_checklist_001,control,2026-01-23 11:30:00,0.41671577051104297,2026-01-23 11:30:00,US,web,low_intent,0,1.0,0.0,0.0,321.7
2160,exp_onboarding_checklist_001,treatment,2026-01-23 11:45:00,0.6461917815514004,2026-01-23 11:45:00,US,android,medium_intent,0,2.0,0.0,0.0,871.865
2161,exp_onboarding_checklist_001,control,2026-01-23 12:00:00,0.04285012424946574,2026-01-23 12:00:00,US,web,low_intent,0,2.0,0.0,0.0,886.2
2162,exp_onboarding_checklist_001,treatment,2026-01-23 12:15:00,0.6747074614126206,2026-01-23 12:15:00,US,ios,medium_intent,0,0.0,0.0,0.0,
2163,exp_onboarding_checklist_001,control,2026-01-23 12:30:00,0.23667944151386736,2026-01-23 12:30:00,US,web,low_intent,0,2.0,0.0,0.0,1173.6399999999999
2164,exp_onboarding_checklist_001,control,2026-01-23 12:45:00,0.03316272847152067,2026-01-23 12:45:00,US,ios,medium_intent,0,1.0,0.0,0.0,790.3
2165,exp_onboarding_checklist_001,control,2026-01-23 13:00:00,0.21819428172427002,2026-01-23 13:00:00,IN,web,low_intent,0,0.0,0.0,0.0,
2166,exp_onboarding_checklist_001,control,2026-01-23 13:15:00,0.24118441349192515,2026-01-23 13:15:00,US,web,low_intent,0,1.0,0.0,0.0,765.2
2167,exp_onboarding_checklist_001,control,2026-01-23 13:30:00,0.34875928531642186,2026-01-23 13:30:00,IN,ios,medium_intent,0,0.0,0.0,0.0,
2168,exp_onboarding_checklist_001,treatment,2026-01-23 13:45:00,0.7823493991815257,2026-01-23 13:45:00,US,android,high_intent,0,3.0,0.0,0.0,1285.06
2169,exp_onboarding_checklist_001,treatment,2026-01-23 14:00:00,0.5301065437479129,2026-01-23 14:00:00,US,web,high_intent,0,3.0,0.0,0.0,1493.3700000000001
2170,exp_onboarding_checklist_001,control,2026-01-23 14:15:00,0.33141904630485425,2026-01-23 14:15:00,UK,ios,low_intent,0,1.0,0.0,0.0,642.4
2171,exp_onboarding_checklist_001,control,2026-01-23 14:30:00,0.22529171065654488,2026-01-23 14:30:00,US,ios,high_intent,0,2.0,0.0,0.0,1268.11
2172,exp_onboarding_checklist_001,treatment,2026-01-23 14:45:00,0.7390737138504753,2026-01-23 14:45:00,US,android,medium_intent,1,1.0,0.0,0.0,825.9
2173,exp_onboarding_checklist_001,treatment,2026-01-23 15:00:00,0.8546287939242261,2026-01-23 15:00:00,UK,web,high_intent,0,5.0,0.0,0.0,1370.42
2174,exp_onboarding_checklist_001,treatment,2026-01-23 15:15:00,0.637159702027602,2026-01-23 15:15:00,US,ios,low_intent,0,2.0,0.0,0.0,1118.3249999999998
2175,exp_onboarding_checklist_001,treatment,2026-01-23 15:30:00,0.9491487277822097,2026-01-23 15:30:00,US,android,low_intent,0,3.0,1.0,0.0,1204.99
2176,exp_onboarding_checklist_001,control,2026-01-23 15:45:00,0.3352194000105807,2026-01-23 15:45:00,UK,ios,low_intent,0,4.0,0.0,0.0,1132.535
2177,exp_onboarding_checklist_001,treatment,2026-01-23 16:00:00,0.9730472635199906,2026-01-23 16:00:00,US,ios,medium_intent,1,3.0,0.0,0.0,1232.74
2178,exp_onboarding_checklist_001,control,2026-01-23 16:15:00,0.27010209653730455,2026-01-23 16:15:00,IN,android,low_intent,0,0.0,0.0,0.0,
2179,exp_onboarding_checklist_001,control,2026-01-23 16:30:00,0.4431747145692444,2026-01-23 16:30:00,US,ios,low_intent,0,1.0,0.0,0.0,1043.0
2180,exp_onboarding_checklist_001,control,2026-01-23 16:45:00,0.4937152581560432,2026-01-23 16:45:00,BR,ios,medium_intent,0,1.0,0.0,0.0,1138.9
2181,exp_onboarding_checklist_001,treatment,2026-01-23 17:00:00,0.7277859704960825,2026-01-23 17:00:00,IN,ios,high_intent,0,4.0,0.0,0.0,1125.965
2182,exp_onboarding_checklist_001,treatment,2026-01-23 17:15:00,0.6929124961961848,2026-01-23 17:15:00,BR,android,medium_intent,0,1.0,0.0,0.0,871.3
2183,exp_onboarding_checklist_001,treatment,2026-01-23 17:30:00,0.7700931933599479,2026-01-23 17:30:00,IN,android,medium_intent,0,3.0,0.0,10.0,1308.76
2184,exp_onboarding_checklist_001,control,2026-01-23 17:45:00,0.30511641468596123,2026-01-23 17:45:00,US,ios,low_intent,0,1.0,0.0,0.0,882.4
2185,exp_onboarding_checklist_001,treatment,2026-01-23 18:00:00,0.6148102654022514,2026-01-23 18:00:00,UK,ios,high_intent,0,1.0,0.0,10.0,1257.6
2186,exp_onboarding_checklist_001,control,2026-01-23 18:15:00,0.09869913204865671,2026-01-23 18:15:00,US,ios,low_intent,0,1.0,0.0,0.0,826.0
2187,exp_onboarding_checklist_001,control,2026-01-23 18:30:00,0.13171731080082363,2026-01-23 18:30:00,IN,web,low_intent,1,2.0,0.0,0.0,990.265
2188,exp_onboarding_checklist_001,control,2026-01-23 18:45:00,0.3656781360226983,2026-01-23 18:45:00,UK,web,low_intent,0,0.0,0.0,0.0,
2189,exp_onboarding_checklist_001,treatment,2026-01-23 19:00:00,0.8356550870495181,2026-01-23 19:00:00,US,web,low_intent,0,3.0,0.0,0.0,1092.68
2190,exp_onboarding_checklist_001,treatment,2026-01-23 19:15:00,0.9840156088597302,2026-01-23 19:15:00,BR,web,medium_intent,0,2.0,0.0,0.0,1012.03
2191,exp_onboarding_checklist_001,control,2026-01-23 19:30:00,0.211851167442863,2026-01-23 19:30:00,US,ios,medium_intent,0,3.0,0.0,0.0,928.48
2192,exp_onboarding_checklist_001,treatment,2026-01-23 19:45:00,0.7571613704463668,2026-01-23 19:45:00,UK,web,low_intent,0,0.0,0.0,0.0,
2193,exp_onboarding_checklist_001,control,2026-01-23 20:00:00,0.11714830592573168,2026-01-23 20:00:00,IN,web,low_intent,1,3.0,0.0,0.0,785.52
2194,exp_onboarding_checklist_001,treatment,2026-01-23 20:15:00,0.7207803336101106,2026-01-23 20:15:00,US,ios,low_intent,1,1.0,0.0,0.0,811.5
2195,exp_onboarding_checklist_001,control,2026-01-23 20:30:00,0.09708351871177619,2026-01-23 20:30:00,UK,web,low_intent,0,2.0,0.0,0.0,1590.935
2196,exp_onboarding_checklist_001,treatment,2026-01-23 20:45:00,0.7253570757170592,2026-01-23 20:45:00,IN,web,high_intent,0,5.0,0.0,0.0,1177.9
2197,exp_onboarding_checklist_001,treatment,2026-01-23 21:00:00,0.6871893876630715,2026-01-23 21:00:00,US,web,medium_intent,0,3.0,0.0,0.0,1026.79
2198,exp_onboarding_checklist_001,control,2026-01-23 21:15:00,0.2142837347375565,2026-01-23 21:15:00,UK,web,low_intent,1,1.0,0.0,0.0,385.2
2199,exp_onboarding_checklist_001,treatment,2026-01-23 21:30:00,0.8669839772988125,2026-01-23 21:30:00,US,ios,low_intent,0,0.0,0.0,0.0,
2200,exp_onboarding_checklist_001,control,2026-01-23 21:45:00,0.4510859931470808,2026-01-23 21:45:00,UK,ios,medium_intent,1,2.0,0.0,0.0,1080.145
2201,exp_onboarding_checklist_001,treatment,2026-01-23 22:00:00,0.5712167020735386,2026-01-23 22:00:00,US,android,medium_intent,0,3.0,0.0,0.0,1345.45
2202,exp_onboarding_checklist_001,treatment,2026-01-23 22:15:00,0.5228081008774192,2026-01-23 22:15:00,BR,ios,high_intent,0,1.0,0.0,0.0,900.3
2203,exp_onboarding_checklist_001,control,2026-01-23 22:30:00,0.37454661630002095,2026-01-23 22:30:00,IN,ios,low_intent,0,0.0,0.0,0.0,
2204,exp_onboarding_checklist_001,treatment,2026-01-23 22:45:00,0.9428722434966404,2026-01-23 22:45:00,US,android,medium_intent,0,4.0,0.0,0.0,1256.34
2205,exp_onboarding_checklist_001,treatment,2026-01-23 23:00:00,0.5385996352411425,2026-01-23 23:00:00,US,ios,low_intent,1,3.0,0.0,0.0,1175.35
2206,exp_onboarding_checklist_001,control,2026-01-23 23:15:00,0.1412007845415213,2026-01-23 23:15:00,UK,ios,medium_intent,0,0.0,0.0,0.0,
2207,exp_onboarding_checklist_001,control,2026-01-23 23:30:00,0.19025962753211675,2026-01-23 23:30:00,IN,ios,low_intent,0,5.0,0.0,0.0,1252.72
2208,exp_onboarding_checklist_001,treatment,2026-01-23 23:45:00,0.8278313516579275,2026-01-23 23:45:00,US,ios,medium_intent,0,2.0,0.0,0.0,758.925
2209,exp_onboarding_checklist_001,treatment,2026-01-24 00:00:00,0.6677923328105644,2026-01-24 00:00:00,US,ios,low_intent,0,4.0,0.0,0.0,1263.47
2210,exp_onboarding_checklist_001,treatment,2026-01-24 00:15:00,0.9484436953573814,2026-01-24 00:15:00,US,web,medium_intent,1,3.0,0.0,0.0,1071.5600000000002
2211,exp_onboarding_checklist_001,treatment,2026-01-24 00:30:00,0.6129062245236858,2026-01-24 00:30:00,BR,ios,low_intent,0,0.0,0.0,0.0,
